Feature,Coefficient,Abs_Coefficient,state
Intercept,-0.026158192200255122,0.026158192200255122,NY
loan_term,-0.005098738073939548,0.005098738073939548,NY
interest_rate,13.791238657392677,13.791238657392677,NY
income_log,0.35195359326440234,0.35195359326440234,NY
loan_amount_log,-0.46215996617092187,0.46215996617092187,NY
property_value_log,0.2839657368959351,0.2839657368959351,NY
loan_to_value,-0.2777351285501054,0.2777351285501054,NY
debt_to_income,-2.396667900859905e-05,2.396667900859905e-05,NY
race_ethnicity_African American,-0.0913463381214384,0.0913463381214384,NY
race_ethnicity_Asian,0.016682007183370384,0.016682007183370384,NY
race_ethnicity_Hispanic or Latino,-0.11104097655006367,0.11104097655006367,NY
race_ethnicity_Joint,-0.009387979111348005,0.009387979111348005,NY
race_ethnicity_Missing,0.046830732293645795,0.046830732293645795,NY
race_ethnicity_Native American,-0.0141306400735654,0.0141306400735654,NY
race_ethnicity_Other,-0.029502833350386736,0.029502833350386736,NY
race_ethnicity_Pacific Islander,-0.0037564467045506393,0.0037564467045506393,NY
occupancy_type_Investment,-0.0690778944821176,0.0690778944821176,NY
occupancy_type_Second Residence,-0.04156889272554147,0.04156889272554147,NY
derived_sex_Female,-0.061568685643235845,0.061568685643235845,NY
derived_sex_Joint,0.1489625473750333,0.1489625473750333,NY
derived_sex_Missing,0.06579750391550473,0.06579750391550473,NY
applicant_age_-99,0.17369047521105752,0.17369047521105752,NY
applicant_age_35-44,-0.02159225783467576,0.02159225783467576,NY
applicant_age_45-54,-0.15392723109637507,0.15392723109637507,NY
applicant_age_55-64,-0.12353688088068566,0.12353688088068566,NY
applicant_age_65-74,-0.03708320417926897,0.03708320417926897,NY
applicant_age_<25,-0.04747863047028992,0.04747863047028992,NY
applicant_age_>74,-0.01750356205303057,0.01750356205303057,NY
county_code_09003,0.0,0.0,NY
county_code_12115,0.0,0.0,NY
county_code_21211,7.108044978205008e-05,7.108044978205008e-05,NY
county_code_34005,-5.939370427316185e-05,5.939370427316185e-05,NY
county_code_34017,4.9700177111519436e-06,4.9700177111519436e-06,NY
county_code_34025,1.024567203000719e-05,1.024567203000719e-05,NY
county_code_34039,-0.00014276693482075814,0.00014276693482075814,NY
county_code_36001,0.041235207904335616,0.041235207904335616,NY
county_code_36003,-0.009151546841376524,0.009151546841376524,NY
county_code_36005,-0.0345250678447787,0.0345250678447787,NY
county_code_36007,-0.0009429395657574934,0.0009429395657574934,NY
county_code_36009,-0.01489535148308092,0.01489535148308092,NY
county_code_36011,-0.004050859427553724,0.004050859427553724,NY
county_code_36013,-0.013882551686788196,0.013882551686788196,NY
county_code_36015,-0.00577025450165451,0.00577025450165451,NY
county_code_36017,-0.013651090386400635,0.013651090386400635,NY
county_code_36019,-0.012596403831240553,0.012596403831240553,NY
county_code_36021,-0.0016435015609166535,0.0016435015609166535,NY
county_code_36023,-0.002961782083701462,0.002961782083701462,NY
county_code_36025,-0.01242200322350215,0.01242200322350215,NY
county_code_36027,-0.0015364447211634116,0.0015364447211634116,NY
county_code_36029,0.08397762934114161,0.08397762934114161,NY
county_code_36031,-0.0007780292346854966,0.0007780292346854966,NY
county_code_36033,-0.008136799097757587,0.008136799097757587,NY
county_code_36035,-0.003975097731796252,0.003975097731796252,NY
county_code_36037,0.0032534737695586674,0.0032534737695586674,NY
county_code_36039,-0.0004173501186221498,0.0004173501186221498,NY
county_code_36041,-0.0014429451929371968,0.0014429451929371968,NY
county_code_36043,-0.009457055353788067,0.009457055353788067,NY
county_code_36045,-0.0018865414771381686,0.0018865414771381686,NY
county_code_36047,-0.10752772789042402,0.10752772789042402,NY
county_code_36049,-0.0018285937068348258,0.0018285937068348258,NY
county_code_36051,0.00469403567078415,0.00469403567078415,NY
county_code_36053,-0.0043048799058306424,0.0043048799058306424,NY
county_code_36055,0.18490078374735783,0.18490078374735783,NY
county_code_36057,-0.0040301366642075615,0.0040301366642075615,NY
county_code_36059,0.016335520934742977,0.016335520934742977,NY
county_code_36061,-0.07435361116150152,0.07435361116150152,NY
county_code_36063,0.002493266500803274,0.002493266500803274,NY
county_code_36065,-0.020370763209046724,0.020370763209046724,NY
county_code_36067,0.028489896496767367,0.028489896496767367,NY
county_code_36069,0.00811330607993516,0.00811330607993516,NY
county_code_36071,-0.005664009594712173,0.005664009594712173,NY
county_code_36073,0.00011329918083113812,0.00011329918083113812,NY
county_code_36075,-0.0225715553974244,0.0225715553974244,NY
county_code_36077,-0.018296582145094453,0.018296582145094453,NY
county_code_36079,0.005805664922756228,0.005805664922756228,NY
county_code_36081,-0.0211815015744798,0.0211815015744798,NY
county_code_36083,0.01426828232278839,0.01426828232278839,NY
county_code_36085,0.012627745666354752,0.012627745666354752,NY
county_code_36087,0.016221240754883987,0.016221240754883987,NY
county_code_36089,-0.016065553170733174,0.016065553170733174,NY
county_code_36091,-0.011152393849272175,0.011152393849272175,NY
county_code_36093,0.012763525072390891,0.012763525072390891,NY
county_code_36095,-0.0038669755471214813,0.0038669755471214813,NY
county_code_36097,-0.0038354758885788005,0.0038354758885788005,NY
county_code_36099,-0.004576049292725428,0.004576049292725428,NY
county_code_36101,-0.009686895951567076,0.009686895951567076,NY
county_code_36103,0.10687645077739946,0.10687645077739946,NY
county_code_36105,-0.023430208941343077,0.023430208941343077,NY
county_code_36107,-0.011017419476062613,0.011017419476062613,NY
county_code_36109,2.9518885764161316e-05,2.9518885764161316e-05,NY
county_code_36111,-0.011613494243166137,0.011613494243166137,NY
county_code_36113,0.005403010271615579,0.005403010271615579,NY
county_code_36115,-0.0021778815224017603,0.0021778815224017603,NY
county_code_36117,0.007999110955746572,0.007999110955746572,NY
county_code_36119,0.018224861089142334,0.018224861089142334,NY
county_code_36121,-0.0020811232403853217,0.0020811232403853217,NY
county_code_36123,0.005102052164839665,0.005102052164839665,NY
county_code_42015,4.913726423242254e-06,4.913726423242254e-06,NY
county_code_42077,5.319642211362865e-06,5.319642211362865e-06,NY
county_code_42115,9.901858544619782e-06,9.901858544619782e-06,NY
county_code_48201,4.915530071534871e-06,4.915530071534871e-06,NY
county_code_51760,0.0,0.0,NY
county_code_53033,0.0,0.0,NY
county_code_NA,-0.07110152862675187,0.07110152862675187,NY
Intercept,0.025981327464201724,0.025981327464201724,WA
loan_term,0.006486547526037012,0.006486547526037012,WA
interest_rate,14.57746089807184,14.57746089807184,WA
income_log,0.708583615044005,0.708583615044005,WA
loan_amount_log,-1.5853731168100267,1.5853731168100267,WA
property_value_log,0.9064084178680647,0.9064084178680647,WA
loan_to_value,-0.1969270176001135,0.1969270176001135,WA
debt_to_income,-4.011486834340379e-05,4.011486834340379e-05,WA
race_ethnicity_African American,-0.07417332008131593,0.07417332008131593,WA
race_ethnicity_Asian,-0.1323526675390321,0.1323526675390321,WA
race_ethnicity_Hispanic or Latino,-0.12765586070301177,0.12765586070301177,WA
race_ethnicity_Joint,-0.008683349343270922,0.008683349343270922,WA
race_ethnicity_Missing,0.09243597548639289,0.09243597548639289,WA
race_ethnicity_Native American,-0.0026332002524295916,0.0026332002524295916,WA
race_ethnicity_Other,-0.007329778560975314,0.007329778560975314,WA
race_ethnicity_Pacific Islander,-0.004288541737955616,0.004288541737955616,WA
occupancy_type_Investment,-0.13895076466680795,0.13895076466680795,WA
occupancy_type_Second Residence,-0.0829660310248383,0.0829660310248383,WA
derived_sex_Female,0.009383640972533911,0.009383640972533911,WA
derived_sex_Joint,0.04109760582155039,0.04109760582155039,WA
derived_sex_Missing,0.07103531458135956,0.07103531458135956,WA
applicant_age_-99,0.06520837454206121,0.06520837454206121,WA
applicant_age_35-44,-0.0918943505844978,0.0918943505844978,WA
applicant_age_45-54,-0.17423244664839826,0.17423244664839826,WA
applicant_age_55-64,-0.1445738612193169,0.1445738612193169,WA
applicant_age_65-74,-0.04763748485041415,0.04763748485041415,WA
applicant_age_<25,0.03399159589032656,0.03399159589032656,WA
applicant_age_>74,-0.018832654740974102,0.018832654740974102,WA
county_code_01021,0.0,0.0,WA
county_code_04013,-0.00016843575531677612,0.00016843575531677612,WA
county_code_06019,0.0,0.0,WA
county_code_13185,0.0,0.0,WA
county_code_16009,0.0,0.0,WA
county_code_16017,-0.00012595317158903721,0.00012595317158903721,WA
county_code_16021,0.0007721312661248866,0.0007721312661248866,WA
county_code_16055,0.000712013368546846,0.000712013368546846,WA
county_code_21203,-0.00014731385739511827,0.00014731385739511827,WA
county_code_30043,0.0,0.0,WA
county_code_30081,0.0,0.0,WA
county_code_30093,0.0,0.0,WA
county_code_32003,6.1644204892318176e-06,6.1644204892318176e-06,WA
county_code_41067,-0.00010003410001853834,0.00010003410001853834,WA
county_code_53001,0.001450030847894899,0.001450030847894899,WA
county_code_53003,0.000840299288577345,0.000840299288577345,WA
county_code_53005,0.05004728957290815,0.05004728957290815,WA
county_code_53007,-0.018278939019211158,0.018278939019211158,WA
county_code_53009,-0.00281552135625515,0.00281552135625515,WA
county_code_53011,0.04595916554308828,0.04595916554308828,WA
county_code_53013,-0.0007212271717648706,0.0007212271717648706,WA
county_code_53015,0.03278955885163602,0.03278955885163602,WA
county_code_53017,-0.004592918806876721,0.004592918806876721,WA
county_code_53019,-0.0031962071238859405,0.0031962071238859405,WA
county_code_53021,0.04479393575692499,0.04479393575692499,WA
county_code_53023,-0.001339603123354266,0.001339603123354266,WA
county_code_53025,0.004673816428672467,0.004673816428672467,WA
county_code_53027,0.003175350496372877,0.003175350496372877,WA
county_code_53029,0.011571366540871202,0.011571366540871202,WA
county_code_53031,-0.002834722843506156,0.002834722843506156,WA
county_code_53033,-0.05610609457212737,0.05610609457212737,WA
county_code_53035,0.024218372749844685,0.024218372749844685,WA
county_code_53037,-0.012224997118397987,0.012224997118397987,WA
county_code_53039,-0.005701498705495901,0.005701498705495901,WA
county_code_53041,0.0032643409779914995,0.0032643409779914995,WA
county_code_53043,-0.0020741202653439938,0.0020741202653439938,WA
county_code_53045,0.006354489408265529,0.006354489408265529,WA
county_code_53047,-0.011693932427800043,0.011693932427800043,WA
county_code_53049,-0.006013032530362261,0.006013032530362261,WA
county_code_53051,-0.006991600467671187,0.006991600467671187,WA
county_code_53053,0.09564298028407203,0.09564298028407203,WA
county_code_53055,-0.010691690538771404,0.010691690538771404,WA
county_code_53057,-0.0015168519670849966,0.0015168519670849966,WA
county_code_53059,-0.0019521310255470395,0.0019521310255470395,WA
county_code_53061,0.07945666729502503,0.07945666729502503,WA
county_code_53063,-0.014016681705929908,0.014016681705929908,WA
county_code_53065,-0.014779155226201733,0.014779155226201733,WA
county_code_53067,0.035638604349172674,0.035638604349172674,WA
county_code_53069,-0.00144747701677469,0.00144747701677469,WA
county_code_53071,-0.004136139985917549,0.004136139985917549,WA
county_code_53073,0.016437459052169607,0.016437459052169607,WA
county_code_53075,-0.005063152245317089,0.005063152245317089,WA
county_code_53077,0.0006816715333433495,0.0006816715333433495,WA
county_code_55027,3.134834217451924e-05,3.134834217451924e-05,WA
county_code_NA,-0.24353347704231626,0.24353347704231626,WA
Intercept,-0.05021739643837134,0.05021739643837134,TX
loan_term,0.0008074490013163879,0.0008074490013163879,TX
interest_rate,16.71806790809124,16.71806790809124,TX
income_log,0.3536369669087403,0.3536369669087403,TX
loan_amount_log,-1.7215671948397357,1.7215671948397357,TX
property_value_log,1.3057431706742775,1.3057431706742775,TX
loan_to_value,-1.1097183920210443,1.1097183920210443,TX
debt_to_income,6.7150150883371316e-06,6.7150150883371316e-06,TX
race_ethnicity_African American,-0.12369135776537571,0.12369135776537571,TX
race_ethnicity_Asian,0.011424543206113054,0.011424543206113054,TX
race_ethnicity_Hispanic or Latino,-0.10552609239457847,0.10552609239457847,TX
race_ethnicity_Joint,-0.03707667474911908,0.03707667474911908,TX
race_ethnicity_Missing,0.0467796929026526,0.0467796929026526,TX
race_ethnicity_Native American,-0.007377995307151805,0.007377995307151805,TX
race_ethnicity_Other,-0.017759134115057473,0.017759134115057473,TX
race_ethnicity_Pacific Islander,-0.0004217011720302514,0.0004217011720302514,TX
occupancy_type_Investment,-0.03731587297414751,0.03731587297414751,TX
occupancy_type_Second Residence,-0.05242684251368298,0.05242684251368298,TX
derived_sex_Female,0.07903093377858292,0.07903093377858292,TX
derived_sex_Joint,-0.08727448586268448,0.08727448586268448,TX
derived_sex_Missing,0.040910023612046126,0.040910023612046126,TX
applicant_age_-99,0.07992992257731903,0.07992992257731903,TX
applicant_age_35-44,-0.0674001953986594,0.0674001953986594,TX
applicant_age_45-54,-0.15304946503625613,0.15304946503625613,TX
applicant_age_55-64,-0.0841255777969383,0.0841255777969383,TX
applicant_age_65-74,-0.017156066294841888,0.017156066294841888,TX
applicant_age_<25,-0.04324007222532026,0.04324007222532026,TX
applicant_age_>74,-0.0052339181074997,0.0052339181074997,TX
county_code_01045,2.7893712077003783e-06,2.7893712077003783e-06,TX
county_code_01073,0.0,0.0,TX
county_code_01083,3.3596526515914358e-06,3.3596526515914358e-06,TX
county_code_01089,2.6178648921460984e-06,2.6178648921460984e-06,TX
county_code_01117,3.894961389951448e-06,3.894961389951448e-06,TX
county_code_01127,2.502255508626801e-06,2.502255508626801e-06,TX
county_code_04013,-3.916083644220931e-05,3.916083644220931e-05,TX
county_code_05053,-1.6777050473848732e-05,1.6777050473848732e-05,TX
county_code_05059,1.8667486341449899e-06,1.8667486341449899e-06,TX
county_code_05091,2.0496769383806532e-06,2.0496769383806532e-06,TX
county_code_05115,2.0868704759874245e-06,2.0868704759874245e-06,TX
county_code_06019,2.1117555207430155e-06,2.1117555207430155e-06,TX
county_code_06067,1.9909980298831195e-06,1.9909980298831195e-06,TX
county_code_08035,1.6253241792522609e-06,1.6253241792522609e-06,TX
county_code_08043,0.0,0.0,TX
county_code_08051,1.836993126838963e-06,1.836993126838963e-06,TX
county_code_08123,0.0,0.0,TX
county_code_09005,0.0,0.0,TX
county_code_12019,0.0,0.0,TX
county_code_12057,2.2539024719516736e-06,2.2539024719516736e-06,TX
county_code_12099,1.6760861751066248e-06,1.6760861751066248e-06,TX
county_code_12101,1.8295632999320873e-06,1.8295632999320873e-06,TX
county_code_13261,-1.7373949689389247e-05,1.7373949689389247e-05,TX
county_code_13311,-1.703738383753327e-05,1.703738383753327e-05,TX
county_code_25021,0.0,0.0,TX
county_code_28141,-2.1015766914254725e-05,2.1015766914254725e-05,TX
county_code_34029,0.0,0.0,TX
county_code_34035,0.0,0.0,TX
county_code_35013,-1.459817117111738e-05,1.459817117111738e-05,TX
county_code_38105,1.7878646862857056e-06,1.7878646862857056e-06,TX
county_code_39079,1.9100301005252738e-06,1.9100301005252738e-06,TX
county_code_39105,2.1347960075592305e-06,2.1347960075592305e-06,TX
county_code_40019,-3.349125084286332e-05,3.349125084286332e-05,TX
county_code_40143,4.573487382338129e-06,4.573487382338129e-06,TX
county_code_42041,2.0903444431057746e-06,2.0903444431057746e-06,TX
county_code_47125,0.0,0.0,TX
county_code_48001,-0.01247012043583612,0.01247012043583612,TX
county_code_48003,-0.004121242440425882,0.004121242440425882,TX
county_code_48005,-0.01578014866272458,0.01578014866272458,TX
county_code_48007,-0.0033052120265816554,0.0033052120265816554,TX
county_code_48009,2.770229812343631e-05,2.770229812343631e-05,TX
county_code_48011,-9.764397201877471e-05,9.764397201877471e-05,TX
county_code_48013,-0.020905037536231432,0.020905037536231432,TX
county_code_48015,-0.007427127476367259,0.007427127476367259,TX
